	Domain	Phylum	Class	Order	Family	Genus	Species	Select
510282ab2c5fa95af9ef3c68d6f84e6f	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured_bacterium	NP
db10cab23a4573e662e1080904a2f285	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured_bacterium	NP
2d0f28326b6651d74b1b1befb4ef7290	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	ND	NP
3c3b6e8d3b55f726c10ec1946d5d5b6e	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	ND	NP
11ea2b97966570fcd04377d7c1208f52	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	ND	NP
5403b9f2242cad934d73cc8213d08adb	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonadaceae	metagenome	NP
22b3c70cdfb1714224e1bf8a6314bee9	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Finegoldia	uncultured_bacterium	NP
4d7dd0cbb43d17d729f234f2f0bf62cd	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavihumibacter	uncultured_bacterium	NP
ce7a80c8e2f99987134cd236504502f3	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	ND	NP
0e9ae3d0137092a4fbf8d113097c38af	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	ND	NP
4cbe733eaa7cd2a9d8b5a3406ef732f9	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	ND	NP
c31989c44c172599140e94f615e6c0b8	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	ND	NP
0c6b661a4b0235277161616e4dadbb40	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter_rigui	NP
990d387a2e30c956659fb290cc7a1e2e	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	uncultured_Bacteroidetes	NP
ec29906a648dba3124b5c3a9f38cad8f	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	uncultured_Flavisolibacter	NP
321c18cc0ecb9e1176ac87201847459d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	uncultured_Flavobacterium	NP
a5aa30da0b2685c7b0c47be160249bee	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	ND	NP
b1dcacb0fae7a077ae4501bf26913589	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	uncultured_bacterium	NP
51f7fabda2b08543df5b2891a2d078b0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	uncultured_bacterium	NP
4814a64e01039345fda4200773b5ccc7	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	uncultured_bacterium	NP
d95c9b9d40850582e8fa353fcade987b	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
627a99dd1114c5212eb902a0d47d6f37	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
6ba68726cbedf48fba979eef06de21e0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
e24bafda610ed5633c3f6b7c1bd10e4b	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
d3a4db995e465c045a860a085f19cb5b	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
e4278f7eb9e1d1595866d1c4440c78c9	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
45f67b11735c64d1faad000bfa05cded	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
954ed05980e3501d1245f647b46b0eff	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
9c44464080db752381ec6cab40e9016d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
aaf0fdbbfb1b9a203cc93ac74090e5ba	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
b791e20f743f9eab72419cd7d7a0d8b8	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	ND	NP
1718c36c3e8aa081991e941edcfb01e7	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	metagenome	NP
f91349ae28de0a066c87851436afd9a9	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	Fonticella_tunisiensis	NP
430eec72df8e319e1d5a1c7a14a8ca35	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Frankia	ND	NP
2e58c5d46ecbd7b6226262021650c05e	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	ND	NP
06143821c159909275d5a9be72b1435c	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	ND	NP
8989514b0399837e2f512860aae5aa79	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	ND	NP
055468ea2a59fbe3a87165b069d36f76	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	uncultured_bacterium	NP
0d406577abc94b18fbbf7b6e22102793	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	uncultured_gamma	NP
70745fa69950bfb64db28e3afff2b1e5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	ND	NP
88c75293127bbc4d5a52b27988961b05	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	ND	NP
33046016544e21637b655afd452aa69d	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536	Ga0077536	ND	NP
201daa668199618c4c6122293e3f93d2	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ND	NP
a0544904417a022afc3644042e42a83f	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	ND	NP
e7c2c171be5ef785791bb5a3a49fb3b5	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_actinobacterium	NP
15db4baf8d90694c748bac878aa9c81b	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured_bacterium	NP
7c9d63ea03311fdd9765198ef24b3673	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Gallicola	uncultured_bacterium	NP
a69cec8438feaf944acedccf5d56fe3d	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcales-Tissierellales	Gallicola	uncultured_Firmicutes	NP
a8e53bd66879cd51ecb4e7daf552accb	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	ND	NP
85c44c83eddc5d3028261a1000b7d0e1	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	ND	NP
c7103977ec5be42bef0d0c60b5bb78b6	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus	uncultured_bacterium	NP
abf22e4d06624c53a8e4a69c0542300d	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus	uncultured_bacterium	NP
eff548850fa5e6946245cfe0bfa1e23b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	ND	NP
e87df320a040773413ff74ff6ccb6c92	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	ND	NP
17fe810870dcb50843618eb78467808b	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata_sp.	NP
b09b2ed5dfda46fcd02d8a8ba92fde71	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	uncultured_bacterium	NP
cba8cfd6e99af27f4acf53c4d0b110ab	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	ND	NP
b67626fa8609f9a67d5e5a50106162dd	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	metagenome	NP
adbce33efbb60e99f995747c49c84bff	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	metagenome	NP
27f3b0a3e1142a558bcf7fd713843aac	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	metagenome	NP
1810e7ea602d2c629186f9172d3f8331	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	metagenome	NP
78b99cf2964a4593164175422c484d27	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	uncultured_Gemmatimonadetes	NP
516a67156dacfa4341327a7e2a22f877	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	ND	NP
ecf83118014ffab1e5304b3249f3d315	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	ND	NP
e2a35867731fb073463f823bb3f063d2	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	ND	NP
b712f6d712748de96eb148834a623ba1	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	ND	NP
19328dba6baa39d91e0e69484d2bec99	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	uncultured_bacterium	NP
95798282361d88ce759bc791257a1b7e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	Georgenia_satyanarayanai	NP
f43836fb3dbc1fe9a3f95af640d01a85	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	uncultured_bacterium	NP
d2ad001d5c1387497aa74cbfe8f39258	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	uncultured_bacterium	NP
5d6da90e5b42b550f7e11fda66768edf	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	uncultured_bacterium	NP
36aed5b1dc9b5c1a2844e58f2d34b1f5	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	uncultured_gamma	NP
1845147963cd510356415ead4dd51a54	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	uncultured_bacterium	NP
26ec5491534e72cf85163794446dd432	Bacteria	Chloroflexi	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	Gitt-GS-136	uncultured_Caldilineaceae	NP
6a7a6fed3a850c6bab631c438c0556c4	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter	ND	NP
8f7c737007cfbed8b5ea17503e45422c	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia	ND	NP
fe6980077c9ad9e21984b28a04ff660a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	ND	NP
8bd03af434f64d80fd75d331bf1dd07c	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	ND	NP
0e34f13de46b5e8c4059b6b0b6a4d6bd	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	ND	NP
210df99c3dcaa6b4b1755ca980728c08	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	ND	NP
1b7f4fb8acd6b52be171cfbe14367dbb	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	ND	NP
26bfd19e528aa9b92a46b80d34c27fdf	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	uncultured_Acidobacteria	NP
ca9c66d47347c03d0343d6fe03ed8636	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ND	NP
f4b7f359f0e08d5a5d96327ed5a89655	Archaea	Halobacterota	Halobacteria	Halobacterales	Halococcaceae	Halalkalicoccus	uncultured_archaeon	NP
d8701096c42939bc425c7c01ddf7ed16	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	ND	NP
9bd75a96bfcfb6d11b30081cbc9ff5c9	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	ND	NP
f2bb369508ccaf767bd9f2025a010cfd	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	metagenome	NP
164afaf4e849066070d8b89fdaff3e49	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium	NP
90fe89be614e44aa1746c27d9260ec50	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium	NP
e4ea9cbfb8baabdc8e25b6c3365196bd	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_Haliangium	NP
6bb71a0876045ca8cba1fadcb24e34c2	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_Myxococcales	NP
3d8884f3e0e3b6decd0db35b6c77ca5d	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_Myxococcales	NP
8a9bbc657413b4e09e6fb3d11f2bdded	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter	uncultured_bacterium	NP
e316921c71ede10872db7f76b644f8b9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylopilaceae	Hansschlegelia	metagenome	NP
6dfb118aa8b73ede1bdb71dedc23838c	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	uncultured_bacterium	NP
3608ce529068dfc8c24efa3d414c2c8a	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB_OF53-F07	uncultured_Chloroflexi	NP
d985d535524c0b7e81cedff933136408	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB_OF53-F07	uncultured_soil	NP
2933be383c0c84ca8bc91a88b2574711	Bacteria	Firmicutes	Limnochordia	Limnochordia	Limnochordia	Hydrogenispora	ND	NP
13b373d6add225271bab8e81f1956939	Bacteria	Firmicutes	Limnochordia	Limnochordia	Limnochordia	Hydrogenispora	ND	NP
6e1f46966c7bbb5c1d690abff358b070	Bacteria	Firmicutes	Limnochordia	Limnochordia	Limnochordia	Hydrogenispora	ND	NP
267b5660edd4530f252ae48e59da1786	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	ND	NP
2b521c5dd6f1a2a7dcad9e3639e118d0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Hydrogenophilus	ND	NP
b6c83c9dcc47d41e1ea5831f40966169	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
7c9716c55e2bd4305c9472d2fb9b7f8f	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
97352e6629334d9d728db98d6c9b6c6b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
ae63e93b78ffc6be808c23a37093867a	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
0d593505e89701c47dd10001407898d8	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
3a793e7617e5bda25eb072f8d902c429	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
f469a50ecad506577bf00c58ddc3eb91	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
0d0cc0527ae5e10769a27f97c5966811	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
1c9bc97943681ac5bf3a328f66c56ec5	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
35aebc06c05eae9482cd21de7efefa4c	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
3bdcafd4a85888fcaf80723cf065d821	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
9980f5e5eb4480dc328ed75eee5c2efa	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
ec519e526188ae9879384f6956f39745	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
f036f4faa1e6d1ec2f26124d0ed45614	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
8e91cdca3a84e65819bfbd92855df4af	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
318731df8b5243f85b944770513f061e	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
d892f2027fd2d794b731be76580e8a9c	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
b902f7ea9377571bc9f22e77755941d4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
de61dff055775d334e6a28484cd0d8e4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
a8b9b32edd04090c2235c831a0e5a7e3	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
1d310e5df0160f66a65d171c364f0d8b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
6553812dbd199602e6be346718a5a194	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
cf1df2553e444afc96006d72ee8066ad	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
fd1209461cedd450ae5db08f43427b01	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
40abd57801112abb5e4bc0a49654a73b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
d09639fd50b9b677e8434826d56a91ea	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
1b42085a868aabb2591314e4924c5fb2	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
61a961236327f2b3729879d8b892e83c	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
ff99f108a323ec93e47b76cc87be3791	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
12ec6af213709e5a48d72eb9ec0f85c0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
83e0edf3b95c801d8843df04a185b33b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
486df3cced11708545b3cfab07e0149d	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
ff65c622f709c09eede4a09b971c0fda	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
ef7410621c4757a5e22fdbb87b67d9db	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	ND	NP
1c3179ee0d8fa91c1d2f5ec05323c201	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_bucti	NP
4a15222fb1f9f3724c0fa4e80e792618	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_daeguensis	NP
b06f462faa752ca96477ae848bf338a6	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_gelipurpurascens	NP
f4edf4a237f8d8d75e2fe552059e6901	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_ruber	NP
13ffa2c9f5ad36f8c74acf95bb8eaeee	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_sp.	NP
f240343b10153027a1dd4df1827214dd	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_sp.	NP
07da072e8102a984c4a92a3dc2913073	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	metagenome	NP
a7e1ee07127ba984098fc89fa5a0ee29	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	metagenome	NP
8676989a4b5edf205f9fe904dd03d185	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	Triticum_aestivum	NP
3f550961862217d59c1a203086690c74	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
2645e35510e076bf32a4cc6edd7980d6	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
15922d249fe33e95096cdad23aff408a	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
4489a4732b0fd0099c28da6c7a381330	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
1ae57a2f167cf9ad6f228f8b5d2684d0	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
b7c8d8e320968d4152292625f16eaf83	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
b9b5cd8778b38524874281e184aadaa7	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
a787ddc27d9be4e7950b4e4627f2a96a	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
a8ca82a67e458a405459b30e02e3c877	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_bacterium	NP
b2faa03233d5a666eddb8d9ae33a57f4	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	uncultured_Bacteroidetes	NP
e6b677ca6eb67fc3e1e0cf2822afacbd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	ND	NP
59720653edb314dee86c298d175f5a41	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	ND	NP
3f95aa1b372a657401dcde0038bfb884	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	ND	NP
46f4436af04bcd98a7cc1a443d6f219c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured_Hyphomicrobiaceae	NP
f963be2062b9a088c922feb4752b2de6	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	ND	NP
49a250849d64ca63b354b4b3281030d0	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	uncultured_Acidimicrobiales	NP
3a54d4e72af90b9c2fd50d7d1bb0336b	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	ND	NP
35f23ca925e88b47f5d3ec9f1c689432	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	ND	NP
260150b550b9a32cf978f5f35fcd7fc2	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	ND	NP
88218b6bb85227b697af36d1abf0bb93	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	ND	NP
caf8e49ffe1f4fb7e13ac8e3cfcbc6c0	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	ND	NP
6f8217618b957acd07fb38a16d6f1a23	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_Acidimicrobiales	NP
0fec40be1479fe9498c413b90d5b37f4	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	ND	NP
92a6b1bdc8a140f27fd6edce43543d29	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas	bacterium_enrichment	NP
cbd8e42be6253ad28782f72527ecf6e6	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Promicromonosporaceae	Isoptericola	ND	NP
50077c73cb9c0b90d548de76b4fd839a	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	ND	NP
dd070aa4a7da33679f1038d652140369	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	ND	NP
6c2b1cf663513c1df67144351ebe62ad	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	ND	NP
9ef838fa62b54b6e1bf2696f33e9044b	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	ND	NP
